"Date","Origin","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Dest","Distance","TaxiIn","TaxiOut","Cancelled","Delay","Temp","Humidity","Pressure","Events"
2008-05-19,"JFK",2008,5,19,1,1009,1020,1335,1330,"B6",206,190,166,5,-11,"RSW",1074,22,18,0,"Delayed",13,48,1000,"Rain"
2008-05-19,"JFK",2008,5,19,1,1530,1529,1839,1848,"UA",369,379,339,-9,1,"SFO",2586,3,27,0,"in Time",13,48,1000,"Rain"
2008-05-19,"JFK",2008,5,19,1,1708,1715,1911,1912,"B6",123,117,76,-1,-7,"RDU",426,2,45,0,"in Time",13,48,1000,"Rain"
2008-05-19,"JFK",2008,5,19,1,921,930,1100,1116,"B6",159,166,123,-16,-9,"ORD",740,10,26,0,"in Time",13,48,1000,"Rain"
2008-05-19,"JFK",2008,5,19,1,755,800,1104,1052,"B6",189,172,158,12,-5,"TPA",1005,3,28,0,"Delayed",13,48,1000,"Rain"
2008-05-19,"JFK",2008,5,19,1,1119,1110,1402,1356,"B6",343,346,321,6,9,"SAN",2446,2,20,0,"Delayed",13,48,1000,"Rain"
2008-05-19,"JFK",2008,5,19,1,1856,1700,2036,1820,"MQ",100,80,52,136,116,"BOS",187,4,44,0,"Delayed",13,48,1000,"Rain"
2008-05-19,"LAX",2008,5,19,1,40,30,753,744,"DL",253,254,235,9,10,"ATL",1946,6,12,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1623,1500,1844,1735,"NW",321,335,299,69,83,"HNL",2556,5,17,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1242,1245,1357,1405,"AA",75,80,56,-8,-3,"SFO",337,4,15,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,550,545,1104,1056,"CO",194,191,177,8,5,"IAH",1379,5,12,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1552,1528,1649,1624,"OO",57,56,36,25,24,"SBP",155,5,16,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1004,1005,1224,1240,"AA",320,335,295,-16,-1,"OGG",2486,7,18,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,559,600,1106,1100,"AA",187,180,161,6,-1,"DFW",1235,12,14,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,910,910,1422,1415,"AA",192,185,165,7,0,"DFW",1235,5,22,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1906,1820,2010,1935,"AA",64,75,49,35,46,"SFO",337,2,13,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1800,1807,2316,2322,"CO",196,195,182,-6,-7,"IAH",1379,4,10,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1121,1125,1651,1705,"AA",210,220,193,-14,-4,"STL",1593,7,10,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,830,835,1603,1559,"NW",273,264,242,4,-5,"DTW",1979,10,21,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,2147,2125,2250,2228,"OO",63,63,44,22,22,"IPL",181,6,13,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1450,1428,1606,1538,"OO",76,70,57,28,22,"YUM",237,7,12,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1520,1520,1624,1635,"WN",64,75,52,-11,0,"SFO",337,5,7,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,2222,2225,2328,2337,"OO",66,72,48,-9,-3,"SJC",308,5,13,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,856,900,944,956,"OO",48,56,31,-12,-4,"SAN",109,4,13,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1005,900,1749,1642,"UA",284,282,264,67,65,"MCO",2217,6,14,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,717,700,1536,1530,"CO",319,330,289,6,17,"EWR",2454,8,22,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1843,1839,1939,1927,"OO",56,48,34,12,4,"PSP",110,5,17,0,"Delayed",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1049,1053,1204,1206,"UA",75,73,40,-2,-4,"LAS",236,15,20,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-19,"LAX",2008,5,19,1,1432,1435,1508,1520,"MQ",36,45,20,-12,-3,"SBA",89,4,12,0,"in Time",22,65,1011,"no specifiy Event"
2008-05-20,"JFK",2008,5,20,2,1847,1840,2045,2023,"B6",118,103,55,22,7,"BUF",301,2,61,0,"Delayed",11,68,1000,"Rain"
2008-05-20,"JFK",2008,5,20,2,1940,1910,2153,2125,"OH",193,195,117,28,30,"ORD",740,10,66,0,"Delayed",11,68,1000,"Rain"
2008-05-20,"JFK",2008,5,20,2,1442,1440,1541,1545,"MQ",59,65,39,-4,2,"BOS",187,4,16,0,"in Time",11,68,1000,"Rain"
2008-05-20,"JFK",2008,5,20,2,2024,2000,15,2307,"B6",411,367,338,68,24,"ONT",2430,4,69,0,"Delayed",11,68,1000,"Rain"
2008-05-20,"JFK",2008,5,20,2,1941,1855,2341,2226,"DL",420,391,395,75,46,"PDX",2454,11,14,0,"Delayed",11,68,1000,"Rain"
2008-05-20,"JFK",2008,5,20,2,913,855,1257,1256,"B6",224,241,198,1,18,"SJU",1597,6,20,0,"Delayed",11,68,1000,"Rain"
2008-05-20,"JFK",2008,5,20,2,2243,2230,2357,2359,"B6",74,89,46,-2,13,"PWM",274,2,26,0,"in Time",11,68,1000,"Rain"
2008-05-20,"LAX",2008,5,20,2,1722,1710,1843,1827,"MQ",81,77,56,16,12,"FAT",209,5,20,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,923,900,1016,956,"OO",53,56,36,20,23,"SAN",109,2,15,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1242,1230,1519,1513,"AS",157,163,131,6,12,"SEA",954,8,18,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,636,635,749,744,"UA",73,69,48,5,1,"LAS",236,6,19,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1809,1650,2042,1912,"AS",153,142,135,90,79,"PDX",834,3,15,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,727,730,958,1014,"AS",151,164,128,-16,-3,"SEA",954,5,18,0,"in Time",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1625,1630,1910,1908,"AS",165,158,146,2,-5,"SEA",954,6,13,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,642,645,1440,1435,"AA",298,290,275,5,-3,"FLL",2342,5,18,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,836,839,1001,1000,"OO",85,81,59,1,-3,"SMF",373,3,23,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,929,935,1755,1800,"AA",326,325,295,-5,-6,"JFK",2475,15,16,0,"in Time",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,2001,1956,2129,2119,"OO",88,83,67,10,5,"TUS",451,5,16,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1654,1655,2204,2212,"OO",190,197,176,-8,-1,"DSM",1447,5,9,0,"in Time",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1116,1120,1222,1225,"WN",66,65,51,-3,-4,"SJC",308,2,13,0,"in Time",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1540,1540,1645,1645,"WN",65,65,47,0,0,"LAS",236,4,14,0,"in Time",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,735,730,825,825,"MQ",50,55,31,0,5,"SAN",109,3,16,0,"in Time",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1702,1651,1816,1808,"OO",74,77,59,8,11,"OAK",337,4,11,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1539,1525,2130,2125,"WN",231,240,214,5,14,"BNA",1797,5,12,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,2326,2320,641,640,"CO",255,260,235,1,6,"CLE",2053,6,14,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1811,1814,1934,1932,"UA",83,78,67,2,-3,"SFO",337,3,13,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1305,1250,1842,1835,"WN",217,225,200,7,15,"STL",1593,5,12,0,"Delayed",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1342,1345,1429,1436,"OO",47,51,28,-7,-3,"BFL",109,4,15,0,"in Time",19,70,1014,"no specifiy Event"
2008-05-20,"LAX",2008,5,20,2,1504,1505,1957,2005,"AA",173,180,152,-8,-1,"DFW",1235,10,11,0,"in Time",19,70,1014,"no specifiy Event"
2008-05-21,"JFK",2008,5,21,3,805,810,956,950,"B6",111,100,77,6,-5,"RDU",426,3,31,0,"Delayed",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,1754,1755,2059,2133,"DL",365,398,331,-34,-1,"LAX",2475,6,28,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,1627,1635,1937,1946,"B6",190,191,153,-9,-8,"FLL",1069,5,32,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,1830,1830,2058,2120,"DL",268,290,234,-22,0,"DEN",1626,8,26,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,1902,1850,2137,2146,"DL",155,176,108,-9,12,"ATL",760,10,37,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,1040,1045,1329,1337,"B6",169,172,150,-8,-5,"TPA",1005,3,16,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,803,805,1129,1124,"B6",386,379,348,5,-2,"SFO",2586,9,29,0,"Delayed",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,1845,1850,2141,2228,"OH",236,278,203,-47,-5,"AUS",1522,6,27,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,828,830,1137,1156,"DL",369,386,338,-19,-2,"LAX",2475,14,17,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,2142,2140,2353,2354,"B6",131,134,86,-1,2,"CLT",541,3,42,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,1220,1225,1510,1509,"B6",170,164,139,1,-5,"MCO",944,14,17,0,"Delayed",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,651,700,905,906,"B6",194,186,165,-1,-9,"MSY",1182,5,24,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,1450,1455,1611,1623,"B6",81,88,57,-12,-5,"BUF",301,2,22,0,"in Time",14,67,999,"Rain"
2008-05-21,"JFK",2008,5,21,3,659,700,910,903,"B6",131,123,98,7,-1,"CLT",541,2,31,0,"Delayed",14,67,999,"Rain"
2008-05-21,"LAX",2008,5,21,3,1749,1655,2100,2010,"WN",131,135,118,50,54,"DEN",862,7,6,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,2320,2320,645,640,"CO",265,260,246,5,0,"CLE",2053,7,12,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,759,802,1137,1127,"UA",158,145,106,10,-3,"DEN",862,36,16,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,2113,2001,2256,2106,"OO",103,65,62,110,72,"FAT",209,5,36,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1459,1500,1730,1735,"NW",331,335,314,-5,-1,"HNL",2556,4,13,0,"in Time",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1839,1839,1927,1927,"OO",48,48,33,0,0,"PSP",110,5,10,0,"in Time",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1550,1520,1659,1635,"WN",69,75,62,24,30,"SFO",337,3,4,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,2131,2120,435,443,"FL",244,263,229,-8,11,"ATL",1946,5,10,0,"in Time",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1921,1925,2040,2046,"US",79,81,59,-6,-4,"PHX",370,8,12,0,"in Time",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1615,1540,1724,1645,"WN",69,65,46,39,35,"LAS",236,4,19,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,736,725,854,835,"MQ",78,70,60,19,11,"SJC",308,2,16,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1403,1344,1523,1507,"OO",80,83,56,16,19,"PHX",370,4,20,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,556,600,1350,1347,"AA",294,287,269,3,-4,"MIA",2342,6,19,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1244,1235,2002,1957,"DL",258,262,220,5,9,"ATL",1946,10,28,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1809,1807,2319,2322,"CO",190,195,172,-3,2,"IAH",1379,8,10,0,"in Time",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1354,1355,1715,1715,"AA",141,140,120,0,-1,"DEN",862,6,15,0,"in Time",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,726,731,818,823,"OO",52,52,34,-5,-5,"SAN",109,6,12,0,"in Time",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,2139,2020,5,2300,"AA",326,340,310,65,79,"HNL",2556,3,13,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,822,825,929,934,"OO",67,69,49,-5,-3,"YUM",237,3,15,0,"in Time",19,63,1007,"no specifiy Event"
2008-05-21,"LAX",2008,5,21,3,1528,1530,1848,1814,"AS",200,164,176,34,-2,"SEA",954,8,16,0,"Delayed",19,63,1007,"no specifiy Event"
2008-05-22,"JFK",2008,5,22,4,2128,2125,54,38,"B6",206,193,144,16,3,"FLL",1069,2,60,0,"Delayed",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,2307,2255,26,15,"B6",79,80,44,11,12,"SYR",209,4,31,0,"Delayed",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,1012,1015,1123,1134,"MQ",71,79,51,-11,-3,"DCA",213,3,17,0,"in Time",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,905,910,1025,1041,"OH",80,91,46,-16,-5,"BTV",267,6,28,0,"in Time",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,1658,1645,2058,2040,"DL",420,415,366,18,13,"SFO",2586,5,49,0,"Delayed",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,1052,1100,1212,1222,"B6",80,82,61,-10,-8,"BUF",301,2,17,0,"in Time",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,806,810,953,950,"B6",107,100,75,3,-4,"RDU",426,4,28,0,"Delayed",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,1630,1635,1847,1853,"OH",137,138,84,-6,-5,"CMH",483,6,47,0,"in Time",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,1104,1105,1356,1355,"DL",172,170,142,1,-1,"MCO",944,6,24,0,"Delayed",13,57,1003,"Rain"
2008-05-22,"JFK",2008,5,22,4,2036,2024,2320,2323,"US",344,359,311,-3,12,"LAS",2248,9,24,0,"in Time",13,57,1003,"Rain"
2008-05-22,"LAX",2008,5,22,4,1604,1600,22,20,"AA",318,320,290,2,4,"JFK",2475,7,21,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1329,1315,2153,2150,"AA",324,335,307,3,14,"JFK",2475,5,12,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,2101,2100,2230,2226,"OO",89,86,72,4,1,"MOD",292,4,13,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1501,1415,2052,2015,"AA",231,240,203,37,46,"ORD",1745,9,19,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,757,755,903,915,"WN",66,80,56,-12,2,"TUS",451,3,7,0,"in Time",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,2336,2341,757,759,"UA",321,318,302,-2,-5,"JFK",2475,4,15,0,"in Time",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1829,1830,2132,2107,"AS",183,157,162,25,-1,"SEA",954,9,12,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,2156,2200,506,516,"NW",250,256,224,-10,-4,"DTW",1979,8,18,0,"in Time",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,613,615,937,933,"UA",144,138,120,4,-2,"DEN",862,7,17,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,914,915,1018,1019,"MQ",64,64,33,-1,-1,"SAN",109,4,27,0,"in Time",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1527,1527,1635,1632,"OO",68,65,48,3,0,"FAT",209,5,15,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,2058,2020,2351,2300,"AA",353,340,324,51,38,"HNL",2556,8,21,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1159,1200,2026,2030,"AA",327,330,289,-4,-1,"JFK",2475,9,29,0,"in Time",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1946,1917,30,1,"OO",164,164,143,29,29,"SAT",1210,4,17,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1509,700,2316,1530,"CO",307,330,291,466,489,"EWR",2454,2,14,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,559,600,845,848,"OO",106,108,82,-3,-1,"ABQ",677,5,19,0,"in Time",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1907,1905,2020,2016,"XE",73,71,49,4,2,"LAS",236,7,17,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1053,1100,1223,1223,"UA",90,83,71,0,-7,"SFO",337,6,13,0,"in Time",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1114,1117,1209,1209,"OO",55,52,33,0,-3,"IYK",123,4,18,0,"in Time",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1939,1855,2058,2000,"MQ",79,65,58,58,44,"SJC",308,6,15,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1050,1041,1211,1204,"OO",81,83,58,7,9,"PHX",370,6,17,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,816,800,905,848,"MQ",49,48,23,17,16,"SBA",89,6,20,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1206,1155,1701,1655,"AA",175,180,158,6,11,"DFW",1235,6,11,0,"Delayed",17,64,1000,"Rain"
2008-05-22,"LAX",2008,5,22,4,1915,1925,2012,2026,"MQ",57,61,40,-14,-10,"SBP",155,2,15,0,"in Time",17,64,1000,"Rain"
2008-05-23,"JFK",2008,5,23,5,841,830,1219,1156,"DL",398,386,335,23,11,"LAX",2475,14,49,0,"Delayed",16,49,1011,"no specifiy Event"
2008-05-23,"JFK",2008,5,23,5,1602,1555,1952,1851,"B6",410,356,348,61,7,"LGB",2465,4,58,0,"Delayed",16,49,1011,"no specifiy Event"
2008-05-23,"JFK",2008,5,23,5,631,635,803,759,"B6",92,84,63,4,-4,"BUF",301,7,22,0,"Delayed",16,49,1011,"no specifiy Event"
2008-05-23,"JFK",2008,5,23,5,1225,1230,1452,1503,"DL",327,333,303,-11,-5,"LAS",2248,10,14,0,"in Time",16,49,1011,"no specifiy Event"
2008-05-23,"JFK",2008,5,23,5,1450,1455,1623,1623,"B6",93,88,53,0,-5,"BUF",301,4,36,0,"in Time",16,49,1011,"no specifiy Event"
2008-05-23,"JFK",2008,5,23,5,857,900,1030,1031,"B6",93,91,46,-1,-3,"IAD",228,4,43,0,"in Time",16,49,1011,"no specifiy Event"
2008-05-23,"LAX",2008,5,23,5,1619,1620,2112,2125,"MQ",173,185,154,-13,-1,"XNA",1371,4,15,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,1429,1335,1735,1650,"WN",126,135,109,45,54,"DEN",862,7,10,0,"Delayed",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,1232,1235,2015,2002,"NW",283,267,257,13,-3,"DTW",1979,10,16,0,"Delayed",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,724,725,1457,1500,"US",273,275,254,-3,-1,"CLT",2125,6,13,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,2113,2030,2258,2134,"US",105,64,48,84,43,"LAS",236,6,51,0,"Delayed",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,941,920,1057,1035,"WN",76,75,58,22,21,"RNO",390,3,15,0,"Delayed",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,630,632,727,724,"OO",57,52,33,3,-2,"SAN",109,6,18,0,"Delayed",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,1919,1920,2038,2047,"MQ",79,87,60,-9,-1,"MRY",267,1,18,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,1203,1205,1325,1325,"WN",82,80,58,0,-2,"PHX",370,5,19,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,601,600,733,721,"UA",92,81,72,12,1,"SFO",337,3,17,0,"Delayed",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,1159,1145,1720,1725,"DL",201,220,180,-5,14,"MSY",1671,4,17,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,2251,2245,559,617,"US",248,272,229,-18,6,"CLT",2125,6,13,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,2056,2100,2145,2145,"MQ",49,45,22,0,-4,"SBA",89,5,22,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,1101,1100,1908,1929,"UA",307,329,277,-21,1,"JFK",2475,8,22,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,1727,1730,1840,1840,"WN",73,70,56,0,-3,"OAK",337,7,10,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,904,910,1419,1429,"CO",195,199,159,-10,-6,"IAH",1379,7,29,0,"in Time",15,65,1004,"Rain"
2008-05-23,"LAX",2008,5,23,5,1934,1925,2049,2026,"MQ",75,61,45,23,9,"SBP",155,6,24,0,"Delayed",15,65,1004,"Rain"
2008-05-24,"JFK",2008,5,24,6,1536,1545,1913,1904,"UA",397,379,351,9,-9,"SFO",2586,4,42,0,"Delayed",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,838,840,1143,1150,"B6",365,370,336,-7,-2,"SJC",2569,5,24,0,"in Time",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,1459,1450,1805,1744,"B6",186,174,146,21,9,"PBI",1028,4,36,0,"Delayed",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,1030,1030,1346,1343,"B6",376,373,346,3,0,"SFO",2586,8,22,0,"Delayed",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,831,840,1107,1115,"B6",156,155,111,-8,-9,"JAX",829,4,41,0,"in Time",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,1126,1130,1430,1441,"DL",364,371,332,-11,-4,"LAX",2475,6,26,0,"in Time",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,1046,1050,1320,1347,"B6",154,177,141,-27,-4,"FLL",1069,2,11,0,"in Time",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,1621,1625,1811,1813,"B6",170,168,117,-2,-4,"ORD",740,12,41,0,"in Time",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,122,2359,502,353,"B6",220,234,200,69,83,"PSE",1617,5,15,0,"Delayed",18,44,1014,"no specifiy Event"
2008-05-24,"JFK",2008,5,24,6,1927,1930,2222,2252,"B6",355,382,330,-30,-3,"SMF",2521,3,22,0,"in Time",18,44,1014,"no specifiy Event"
2008-05-24,"LAX",2008,5,24,6,823,826,954,935,"UA",91,69,45,19,-3,"LAS",236,5,41,0,"Delayed",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,953,950,1221,1228,"XE",148,158,128,-7,3,"SEA",954,9,11,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,1339,1344,1818,1828,"OO",159,164,142,-10,-5,"SAT",1210,4,13,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,1259,1255,1333,1343,"MQ",34,48,18,-10,4,"SBA",89,3,13,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,1113,1100,1922,1929,"UA",309,329,289,-7,13,"JFK",2475,10,10,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,1018,1015,1822,1844,"CO",304,329,280,-22,3,"EWR",2454,7,17,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,929,930,1504,1530,"AA",215,240,194,-26,-1,"ORD",1745,5,16,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,1450,1450,1735,1745,"WN",105,115,89,-10,0,"ELP",714,11,5,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,633,630,734,735,"WN",61,65,50,-1,3,"SJC",308,3,8,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,2025,2005,2116,2055,"MQ",51,50,26,21,20,"SAN",109,9,16,0,"Delayed",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,1147,1145,1633,1640,"OO",166,175,149,-7,2,"AUS",1242,4,13,0,"in Time",16,62,1014,"Rain"
2008-05-24,"LAX",2008,5,24,6,1811,1816,2034,2052,"UA",143,156,129,-18,-5,"SEA",954,2,12,0,"in Time",16,62,1014,"Rain"
